Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index_US_avg__100,land_area_sqmi,water_area_sqmi,pop_density_people_per_mile,median_house_value,median_monthly_owner_costs_with_mortgage,median_gross_rent,median_asking_price_for_vacant_for-sale_homecondo,Number_of_Homes,Count_of_Abnb,Density_of_Abnb
2.0,2.0,3.867089667019493,0.0,6.0,10.0,131.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,2.0,0.0,4.0,23.0,110.0,0.0,30309.0,23359.0,21845.0,18739.0,97.6,3.4,0.0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,3.0,0.0753409398683685,4.0,27.0,79.0,1.0,30313.0,11189.0,9495.0,8000.885586897671,98.3,1.1,0.0,10062.0,135526.58641430625,1867.0,965.0,607748.0,4475.6,79.0,1.765126463
1.0,1.0,1.0,0.0,2.0,107.0,60.0,1.0,30307.0,19520.0,18004.0,16646.0,196.2144246304049,8.89889970022601,0.0132211025119593,4274.0,458614.0,2301.0,1196.712620828085,381747.0,7808.0,130.0,1.664959016
1.0,2.0,2.0,0.0,5.0,14.0,157.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,881664.0713104894,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.0,3.0,71.0,70.0,1.0,30308.0,13697.005565179616,15413.0,11796.0,98.0,1.6,0.0,22957.429130611847,259718.0,1713.0,1162.0,655228.5905269352,13369.736629263283,210.0,1.664959016
1.0,1.0,1.0,0.0,3.767180294183756,9.0,99.0,0.0729448540723441,30309.0,46437.12814083116,21845.0,18739.0,97.6,3.4,0.0,9892.993241052996,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,4.066014807709328
1.0,2.0,2.0,2.0810973685777934,5.0,20.0,139.0,1.0,30317.0,13265.0,11970.0,13981.0,97.1,3.5,0.0,3777.0,272815.0,1736.0,950.0,86442.127528491,5306.0,75.0,1.413494158
3.0,3.0,1.8990349623072595,0.0956811758864538,1.6255439077299794,3.0,140.0,1.0,60834.99512391212,32108.0,31110.0,32495.0,96.6,12.5,0.1,2565.0,203224.0,3087.031109007549,1079.0,259826.0,12843.2,53.0,0.41266974
1.0,1.0,1.0,0.0,3.0,87.76856269581162,50.0,1.0,30307.0,19520.0,18004.0,16646.0,33.28116300440438,4.6,0.0,4274.0,458614.0,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
2.0,3.0,3.0,0.0,6.0,60.92438631004305,189.0,1.0,30307.0,19520.0,18004.0,17329.246789978675,99.2,4.123941596515821,0.0,4274.0,458614.0,4539.504199315371,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,0.4195501085991285,1.0,0.0,2.0,7.0,59.0,1.0,30309.0,23359.0,21845.0,18739.0,97.6,3.4,0.0,6834.0,310330.0,3905.12263733057,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,1.0,0.0,4.0,27.0,89.0,0.0,7400.184613810488,22667.0,22246.0,21199.0,201.21505479824265,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,1.0,0.0,4.27148053280669,4.0,90.0,2.0049601283596976,8931.894513546387,17280.0,15413.0,24917.852635641982,98.0,1.6,0.0,10836.0,528612.389590219,1713.0,1162.0,326958.0,13670.756836457816,210.0,3.038194444
1.0,1.0,2.0,0.0,4.161252969973056,44.68022426345362,80.0,1.0,61061.600667451225,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
3.0,3.0,3.0,0.0,6.0,10.0,130.0,0.0,30315.0,34193.0,33857.0,20221.0,193.1932831243805,11.3,0.0,6049.882522837903,101446.0,1177.0,824.0,156424.0,13677.2,15.0,0.10967157
1.0,2.0068400910334048,2.0,0.0,4.0,23.0,182.2718797988701,0.2703364293311702,60909.72576931925,23359.0,21845.0,18739.0,97.6,3.4,0.0,2626.2713301504427,310330.0,757.3448037104163,1243.0,346940.0,9343.6,112.0,0.8924604053534366
1.0,1.0,1.0,0.0,3.0,5.0,75.0,1.0,30308.0,592.3923740248501,15413.0,11796.0,29.718837817428707,1.6,0.0,10836.0,259718.0,1713.0,1162.0,656029.3106659988,6912.0,210.0,3.038194444
3.023573760312677,2.0,5.0,1.0,8.0,42.0,210.0,0.2836233365174155,2127.0,36831.0,8388.679588524185,29456.0,136.9,2.0,0.0,18218.0,521435.0,4554.500646071407,1406.0,550832.0,9114.4,37.0,0.251147131
1.2655470327459062,1.0,2.0,0.0,4.0,124.766818484034,39.0,0.0,30313.0,11189.0,9495.0,11035.0,98.3,5.954845621945438,0.0034088522327552,10062.0,229085.0,1867.0,1928.1957016259264,607748.0,9316.867932586549,79.0,1.765126463
1.0,2.0,1.0,0.0,2.0,16.0,90.0,1.0,30324.0,26343.0,24267.0,20317.0,99.1,5.3,0.0,5006.0,335525.0,4120.931228316264,1225.0,212039.0,3945.988268301786,96.0,0.911057966
1.0,1.0,1.0,0.0,2.0,4.0,37.0,1.0,30315.0,27417.42003067752,33857.0,40288.0,96.4,6.010854099682574,0.0,3022.0,101446.0,1177.0,824.0,156424.0,13677.2,15.0,0.10967157
0.8502578960097059,2.0,2.0,0.0,4.0,16.303426308764518,150.0,1.0,30305.0,23394.0,22999.0,21380.0,100.4,6.4,0.0,3635.0,549848.0,2733.0,1237.0,789677.0,9357.6,26.0,0.277849021
1.0,1.0,3.889808221385305,0.0,4.0,61.0,50.0,1.0,61439.95273510422,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,18297.336216811527,200.0,2.194329852
1.0,1.0,2.0,2.0,4.0,90.0,139.0,0.2709645780811589,2134.0,34698.643506273176,21503.0,21389.0,144.3,1.3,0.0,13458.0,309049.4330316436,2254.0,1654.0,361746.0,4261.572558100131,144.0,2.016806723
1.0,1.0,0.6176435929013671,0.0,2.0,11.0,99.0,1.0,30306.0,22667.0,22246.0,5709.58799477834,100.7,5.547856484486484,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,0.4454376026917384,1.0,0.0,2.0,45.0,74.0,0.0,30306.0,22667.0,44179.22310025945,21199.0,100.7,4.4,0.0,5164.0,602236.0,1736.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,2.0,5.0,1.435539159727389,2.5167186941185147,20.0,100.0,1.0,30317.0,13265.0,11970.0,13981.0,46.83223751148766,3.5,0.0,3777.0,272815.0,1736.0,950.0,245386.0,5306.0,75.0,1.413494158
1.0,2.0,2.0,2.2497112497893337,5.0,19.0,150.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,2.0,4.0,0.0,4.0,102.31639139061444,125.0,1.0,30316.0,32108.0,31110.0,32495.0,96.6,12.5,0.1,2565.0,203224.0,1520.0,1079.0,516908.75523113983,12843.2,53.0,0.41266974
2.0,1.0,2.0,1.0,4.0,3.0,104.54779644696204,1.0,2125.0,36874.0,33295.0,33618.0,139.2,2.1,0.3,17289.0,397125.0,2062.0,421.17234486878726,232716.4039754209,4561.244394817017,92.99688917368894,0.318652709
3.0,4.0,5.0,0.0,3.0,28.0,290.0,2.03622475949385,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,16.6152272088691,2.194329852
1.0,1.0,1.0,0.0,2.0,13.0,70.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0.0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,4.0,4.0,0.0,7.0,9.0,350.0,2.018662097861187,30307.0,39195.19264462312,18004.0,16646.0,99.2,4.6,0.0,4274.0,458614.0,2301.0,1123.0,260551.70941056235,7808.0,130.0,1.664959016
2.019121454900436,1.0,1.0,1.0,2.299214863887342,46.0,85.0,0.0,2118.0,28060.0,26498.0,22173.0,145.9,2.091752670125941,0.0,6796.0,321093.0671477915,2898.0,1117.0,425883.0,11224.0,34.0,0.302922309
1.0,2.0,2.0,0.0,4.0,7.0,170.0,1.0,7187.763427496469,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,309049.4330316436,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,2.0,6.035350846533323,0.0,6.0,28.0,112.0,1.0,30312.0,22786.0,38133.22641770025,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,2.0,0.0,7.5518037823860125,5.528984911962439,69.0,2.0345311023148374,30312.0,1020.5635434143878,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.0,1.2071904383611365,44.0,50.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
2.0,1.0,3.0,0.0,2.0,63.38201643102461,75.0,1.0,59359.676319279126,32108.0,31110.0,32495.0,193.467683297949,12.5,0.1,2565.0,203224.0,1520.0,1079.0,259826.0,12843.2,116.67295340393883,0.41266974
1.0,1.0,2.0,0.0,6.088724918213115,13.0,93.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,2285.8050922365182,112.0,1.235275952
1.0,1.9913816044064367,1.0,0.0,2.0,3.0,40.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,2.139782610189436,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,18276.752930072656,200.0,2.194329852
1.0,1.9322284073437888,1.0,0.0,2.0,17.0,41.0,1.0,30312.0,22786.0,19360.0,40608.17752015022,98.5,3.4,0.0,6796.0,234413.0,1656.0,1997.801019918068,445032.0,1626.9826114327525,200.0,2.194329852
2.0,1.0,1.0,0.0,2.0,22.0,125.0,0.0,30309.0,23359.0,21845.0,18739.0,194.2541742567081,3.4,0.0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,2.0,1.377500029159678,0.0,6.0,9.0,69.0,0.0,30318.0,49983.0,19360.0,53229.0,97.5,3.4,0.2,2454.0,195566.0,1626.0,1053.0,192009.0,19993.2,18.0,0.09003061
1.0,1.0,1.0,0.0,2.0,7.0,80.0,0.0,30309.0,23359.0,8336.039752065884,18739.0,97.6,3.4,0.0,6834.0,637469.4012180818,902.4015644819729,1243.0,346940.0,9343.6,190.0,2.033477461
1.4896920224817602,3.0,0.7601623135762692,0.0,6.0,43.40292491498764,250.0,1.0,30308.0,17280.0,15413.0,11796.0,47.8267951457284,1.6,0.0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.4801144560995352,1.0,1.0,0.0,2.0,91.0,90.0,1.0,30312.0,22786.0,19360.0,40860.70200270458,98.5,3.4,0.0,6796.0,464807.0724139432,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.0,2.0,64.90460977654658,70.0,1.0,30312.0,12024.993942383982,19360.0,20221.0,98.5,3.4,0.0,12693.534568086274,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.0,2.0,121.0,70.0,0.0514355533043055,30313.0,11189.0,9495.0,11035.0,98.3,1.1,0.0,10062.0,229085.0,1867.0,1916.383615395972,607748.0,4475.6,35.7794273540752,1.765126463
2.0,2.0,3.0,0.0,2.710600569763616,4.0,70.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,0.3458000290047911,0.0,10836.0,499705.89533002814,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
0.3915774787305248,1.0,5.0,0.0936629634314537,10.0,89.0,159.0,0.0,30306.0,22667.0,22246.0,2181.4994166474426,100.7,4.4,0.0,5164.0,602236.0,1736.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,1.0,0.0,2.0,49.0,58.0,1.0,30307.0,19520.0,18004.0,33515.285132811085,99.2,2.812154463860096,0.0,4274.0,458614.0,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,1.2752806206636496,2.0,0.0,4.0,15.0,120.0,1.0,2367.7014965159506,11189.0,9495.0,11035.0,98.3,1.1,0.0,10062.0,229085.0,1867.0,965.0,607748.0,4475.6,79.0,1.765126463
1.0,1.0,3.0,0.0,4.0,4.0,48.0,0.0,30308.0,17280.0,15413.0,11796.0,98.0,3.4930135754055045,0.0,7819.978130457714,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.0,1.0,0.0,1.2874548075432792,7.0,46.0,1.9789220141185,4230.310820597268,22786.0,6332.945157021233,39686.699814168336,98.5,1.2709315960426537,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.0,2.0,12.0,115.0,0.0,4196.9967858681375,22667.0,22246.0,12665.889713826637,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,1.0,0.0,2.0,28.0,41.0,1.0,30324.0,26343.0,24267.0,20317.0,99.1,5.3,0.2993772244033638,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,0.9932137791906648,1.0,0.0,2.0,77.0,99.0,2.0100577307837644,30316.0,32108.0,31110.0,32495.0,96.6,12.5,0.1,5219.48802927902,203224.0,1520.0,1079.0,259826.0,12843.2,53.0,0.41266974
1.0,2.0,3.0,1.0,6.0,25.0,121.0,1.975114097302256,2122.0,24977.0,23479.0,24548.0,139.0,2.0,0.0931729825214521,12274.0,399012.0,2036.0,1379.0,938124.0,9990.8,23.0,0.3940676443114917
2.0,3.0,2.0,0.0,2.419143550978006,1.867929112400935,250.0,0.0,6278.509137838058,10013.154013882986,11970.0,27764.037539653506,49.90655389563352,6.839070380827318,0.0,3777.0,272815.0,3512.7684984934203,950.0,245386.0,5306.0,75.0,1.413494158
1.0,0.9881627866707584,1.193351716858968,0.0,1.596740299849528,6.0,71.0,0.0,2132.0,28697.0,25861.0,24058.0,136.5,4.6,0.1,12629.891409018372,492799.0,2252.0,435.42948778068376,594737.0,11478.8,30.0,0.261351361
1.0,1.0,3.0,0.0,3.394300982136151,29.0,76.0,1.0,30313.0,11189.0,8679.100522060964,11035.0,197.3628601582823,1.1,0.0,10062.0,229085.0,1867.0,965.0,607748.0,4475.6,79.0,1.765126463
1.0,1.0,1.0,0.9572901326053276,3.0,78.0,79.0,1.0,2969.674826898583,19520.0,18004.0,16646.0,99.2,4.6,0.0356736793883905,4274.0,458614.0,2301.0,1123.0,381747.0,5081.743278094715,130.0,1.664959016
3.0,4.0,5.0,0.0,8.0,11.0,279.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,2.6184944544944178,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,1.0,0.0,2.0,25.0,74.0,1.0,30317.0,13265.0,11970.0,13981.0,97.1,3.5,0.0093719452391415,3777.0,272815.0,1736.0,950.0,245386.0,5306.0,75.0,1.413494158
1.0,2.0,2.0,-0.0844218218772854,4.0,3.0,100.0,1.0,30324.0,26343.0,14464.61967186433,40446.61501497998,99.1,5.3,0.0,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,2.0,2.0,0.0,4.0,68.98314134017414,60.0,0.0,30308.0,35354.74238533092,15413.0,11796.0,98.0,1.6,0.0,10836.0,259718.0,1713.0,1162.0,678921.0559575702,6912.0,210.0,0.9910502975129014
1.0,2.0069986301945777,2.0,0.0,2.0,154.0,38.0,1.0,30312.0,22786.0,19360.0,40660.42500342635,98.5,3.4,0.0,6796.0,234413.0,819.6199006341852,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,3.1459543672247685,0.0,2.0,19.0,40.0,1.985839237548944,30317.0,13265.0,11970.0,3492.454246159343,97.1,3.5,0.0,3777.0,272815.0,1736.0,950.0,245386.0,5306.0,75.0,1.413494158
2.0,2.0,2.0,0.0,4.0,17.0,190.0,1.0,30305.0,23394.0,22999.0,21380.0,100.4,12.7310119444837,0.0,22147.48414864623,549848.0,1736.0,1237.0,789677.0,9357.6,54.21214298294441,0.277849021
1.0,1.0,1.0,0.0,2.86782651050644,13.0,158.07991770591468,1.0,30312.0,22786.0,19360.0,20221.0,196.66035537721405,3.4,0.0036284160459798,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
2.0,1.0,1.0,0.0,2.0,21.0,100.0,0.0,60469.384638150674,26343.0,4037.675733294578,20317.0,99.1,5.3,0.0,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,1.0,1.0,0.0,2.0,14.0,39.0,0.0804045383151599,30312.0,22786.0,19360.0,20221.0,199.4670480393553,3.4,0.0,6796.0,234413.0,1656.0,906.7356193171372,445032.0,9114.4,200.0,2.194329852
1.0,1.0,3.696726480634197,1.773357831806803,2.0,25.0,94.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,2.971171878005749,0.0,22537.49972658572,533654.7822405292,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.0,2.0,0.0581357794643158,2.0,9.0,100.0,0.0327805239007334,7127.672355642517,26343.0,24267.0,20317.0,200.07238482551745,5.3,0.0,5006.0,335525.0,2081.0,1162.0,452192.9143924576,10537.2,96.0,0.911057966
4.0,1.0,1.8990349623072595,0.0,3.0,93.0,99.0,2.001824633978669,4797.887421399748,47015.75427515496,21845.0,18739.0,97.6,3.4,0.0,6834.0,307768.8660632873,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,1.0,0.0,4.115054644287503,12.0,99.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0.0,21263.07570573576,445322.99846854166,1713.0,1162.0,326958.0,13573.025089559553,210.0,3.038194444
1.0,1.0,1.0,0.0,2.0,128.0,25.0,0.1622846943539824,30316.0,32108.0,31110.0,32495.0,96.6,12.5,0.1,4643.847898285256,203224.0,1049.402562646906,918.4048866094084,259826.0,2830.8048439008835,53.0,0.5448605950703772
1.0,1.5175162568904426,1.2021732046969889,1.0,4.358416555322735,55.0,100.0,1.0,2128.0,46870.0,40508.0,38413.0,137.7,4.8,0.0146516912054066,9664.0,368711.0,2035.0,1235.0,443373.0,18748.0,96.0,1.5606272776892174
3.9939171361774446,2.0,5.0,0.0,8.0,38.0,169.0,0.0,30309.0,23359.0,21845.0,16802.898810541777,97.6,3.4,0.0,13812.91330073866,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,0.481374948058221
1.0,3.0,3.0,0.0,6.0,149.0,260.0,1.0,60510.060774586775,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,704.8003708711524,445032.0,9114.4,200.0,2.194329852
2.0,1.0,2.4231961443179224,0.0,2.164708783146967,82.0,161.0,0.0,30306.0,45825.42137018558,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,3.990375192028932,3.0,0.0,5.0,11.0,199.0,1.0,30318.0,49983.0,19360.0,53229.0,97.5,3.4,0.2,2454.0,195566.0,1069.3865874607743,1053.0,192009.0,19993.2,43.456773795757606,0.09003061
