Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index_US_avg__100,land_area_sqmi,water_area_sqmi,pop_density_people_per_mile,median_house_value,median_monthly_owner_costs_with_mortgage,median_gross_rent,median_asking_price_for_vacant_for-sale_homecondo,Number_of_Homes,Count_of_Abnb,Density_of_Abnb
1,1,1,0,2,79,34,1,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,3,4,0,8,106,145,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,1,1,0,2,22,80,0,30305,23394,22999,21380,100.4,6.4,0.0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,2,3,0,6,57,80,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,24,73,0,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,2,2,0,4,52,78,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,2,0,5,119,70,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,6,75,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,2,2,0,4,55,60,0,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,12,115,0,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,3,0,5,17,129,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,0,2,86,80,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,0,6,12,249,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,4,5,79,0,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,6,80,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,0,2,3,125,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,0,3,5,109,0,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,0,2,44,50,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,3,30,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,3,78,79,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
3,3,5,0,10,15,239,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,55,55,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,7,59,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,0,6,96,127,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,0,6,41,41,0,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,0,4,30,69,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,0,4,44,140,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
4,3,3,0,10,22,700,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,4,85,1,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,0,4,8,119,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
3,1,3,0,6,13,350,0,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,5,2,127,70,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,2,2,0,5,108,96,0,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,51,65,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
3,3,3,0,8,40,95,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,6,120,0,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,0,4,11,135,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,4,0,10,7,337,0,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,6,40,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,0,3,5,188,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,11,70,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,1,2,0,4,65,77,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,3,0,6,16,99,0,30305,23394,22999,21380,100.4,6.4,0.0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
4,5,8,0,16,38,314,0,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
2,2,2,0,4,28,125,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,3,0,4,30,110,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,4,110,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,0,4,48,95,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
3,4,4,0,7,9,350,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,8,50,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,138,64,0,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
3,5,7,0,12,47,410,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
5,7,10,0,16,14,949,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,0,4,6,135,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,3,0,6,3,84,0,30315,34193,33857,40288,96.4,11.3,0.0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,0,2,37,49,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,3,3,75,0,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,58,78,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
2,5,6,0,10,4,147,1,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,0,2,3,60,0,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,3,29,80,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,29,39,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,2,0,3,14,100,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,11,38,0,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,1,1,0,2,59,65,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,304,89,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,2,0,3,90,93,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,17,75,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
2,2,3,5,6,18,200,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
2,2,4,0,8,27,133,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,0,2,13,90,0,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,1,0,2,3,75,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,1,6,129,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,6,12,75,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,70,50,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,3,4,0,6,31,120,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,34,70,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,2,0,3,66,89,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,17,76,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,62,76,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,2,0,5,45,97,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,3,11,60,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,2,0,4,6,135,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,5,5,0,10,10,500,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,15,90,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,2,2,0,4,114,109,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,1,10,39,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,2,2,0,4,16,100,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,0,4,10,100,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,3,175,0,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,2,2,0,5,36,80,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,0,4,11,120,0,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,0,4,10,190,0,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,0,2,15,79,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,0,2,4,37,1,30315,34193,33857,40288,96.4,11.3,0.0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,2,2,0,4,4,125,1,30305,23394,22999,21380,100.4,6.4,0.0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
2,2,2,0,4,21,225,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,4,133,70,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,6,75,1,30305,23394,22999,21380,100.4,6.4,0.0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,0,2,24,134,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
2,2,4,0,8,8,110,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,0,3,203,89,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,0,4,40,81,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,0,2,39,45,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
3,4,4,0,10,7,749,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,2,2,0,4,12,75,0,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,0,3,18,69,1,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,0,3,69,69,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,32,25,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,4,0,6,23,250,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
2,2,3,0,5,31,155,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,57,95,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,1,1,0,3,21,125,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,123,89,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,3,0,6,27,89,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,2,2,0,7,132,82,0,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,0,4,243,99,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,0,4,201,95,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,2,4,0,4,32,125,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,2,3,0,6,45,63,0,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,0,4,22,50,0,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,3,0,8,4,70,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,2,0,4,11,108,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,0,4,18,79,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,0,4,17,190,1,30305,23394,22999,21380,100.4,6.4,0.0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,0,1,6,65,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
3,3,3,0,6,36,450,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,6,30,90,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
2,3,3,0,5,3,185,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,1,9,63,1,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,0,2,39,51,0,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,7,64,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,1,25,55,0,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,23,35,1,30305,23394,22999,21380,100.4,6.4,0.0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,3,0,6,6,100,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,4,11,90,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,2,0,3,59,88,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,2,3,0,5,11,165,1,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,0,2,19,55,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
2,2,5,0,6,87,50,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,0,2,31,98,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,35,130,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,73,65,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,1,14,175,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,4,13,207,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,14,40,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,3,0,6,4,117,0,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,2,0,4,56,135,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,2,3,0,4,7,100,0,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,0,3,43,50,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,3,40,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,5,0,8,17,175,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,111,58,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,41,79,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,2,37,89,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,40,89,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,3,0,6,26,300,1,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,1,0,6,9,77,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
2,3,3,0,6,5,200,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,1,1,0,3,3,95,1,30324,26343,24267,20317,99.1,5.3,0.0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,3,3,0,5,17,110,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,50,105,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,8,65,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,4,0,6,14,195,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
2,2,4,0,6,21,83,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,2,13,50,0,30306,22667,22246,21199,100.7,4.4,0.0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,3,0,5,13,150,1,30307,19520,18004,16646,99.2,4.6,0.0,4274,458614,2301,1123,381747,7808.0,130,1.664959016
1,2,2,0,5,14,157,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,0,3,35,34,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,3,0,4,62,80,1,30308,17280,15413,11796,98.0,1.6,0.0,10836,259718,1713,1162,326958,6912.0,210,3.038194444
1,1,1,0,2,91,90,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,29,53,1,30317,13265,11970,13981,97.1,3.5,0.0,3777,272815,1736,950,245386,5306.0,75,1.413494158
1,1,1,0,1,7,68,1,30312,22786,19360,20221,98.5,3.4,0.0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,0,2,4,90,1,30309,23359,21845,18739,97.6,3.4,0.0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,0,3,148,70,1,30313,11189,9495,11035,98.3,1.1,0.0,10062,229085,1867,965,607748,4475.6,79,1.765126463
